Track ID,Discogs Genre
TRAPSZU128E0785BD2,[]
TRAPSJN128F422AF18,[]
TRAPSAQ128F426953A,[]
TRAPSMC128F42BC76A,[u'Funk / Soul']
TRAPSBW128F4275CB4,[]
TRAPSLP12903CC80EC,[u'Electronic']
TRAPSMF12903CD05E7,[u'Rock']
TRAPUFL128F425A8F9,[u'Pop']
TRAPUOJ128F429F4C1,[u'Blues']
TRAPUQI128F426A1BF,[]
TRAPUFV128F4231392,"[u'Non-Music', u'Stage & Screen']"
TRAPUXT128F4230216,[u'Jazz']
TRAPUED128F92C5741,[]
TRAPUVW128F42980AD,[u'Electronic']
TRAPUWG128EF3425E7,[]
TRAPUDN128F423B45C,[u'Rock']
TRAPREX128F145DAD0,"[u'Folk, World, & Country']"
TRAPRDY128F930DBA5,"[u'Electronic', u'Pop']"
TRAPRWQ128F92E9CCD,"[u'Folk, World, & Country']"
TRAPRRP12903CD97E9,[u'Blues']
TRAPRLP128F429302A,"[u'Electronic', u'Pop']"
TRAPRKM128F426BF58,[]
TRAPRTL12903CE06D3,"[u'Folk, World, & Country']"
TRAPRQZ128F427E188,[u'Rock']
TRAPRGZ12903CB7132,[u'Funk / Soul']
TRAPVFO128F9347D5B,[u'Pop']
TRAPVGB128F42725AF,[u'Rock']
TRAPVPS128F423CD26,[u'Stage & Screen']
TRAPVQZ128F93378B1,[u'Pop']
TRAPVBP128F9308A86,"[u'Rock', u'Pop']"
TRAPVKB128F93377C1,"[u'Folk, World, & Country']"
TRAPVJC128F4285891,"[u'Jazz', u'Blues', u'Pop']"
TRAPVZR128F92F8FD0,"[u'Rock', u'Blues']"
TRAPVXQ128F425A974,[u'Electronic']
TRAPVDC128F422C711,[u'Rock']
TRAPVRU128F9302300,"[u'Electronic', u'Rock']"
TRAPVXS128F9331A42,[u'Reggae']
TRAPVYD12903CE0269,[u'Rock']
TRAPVPK128F9305F31,"[u'Folk, World, & Country']"
TRAPVRB128F92E7BF4,[u'Electronic']
TRAPVXU128F149E7CD,[u'Rock']
TRAPALW128F9337460,"[u'Rock', u'Blues']"
TRAPASL128F422BC00,"[u'Electronic', u'Rock']"
TRAPAXK12903CEA22E,[u'Funk / Soul']
TRAPAZE128F4233355,[u'Rock']
TRAPAPN128F429B08F,[]
TRAPARN128F426F815,"[u'Rock', u'Funk / Soul']"
TRAPALM128F92CA44B,"[u'Jazz', u'Blues', u'Non-Music']"
TRAPARR12903CE2125,[u'Jazz']
TRAPAAV128F426677B,"[u'Latin', u'Funk / Soul']"
TRAPAES128E0786E60,[u'Rock']
TRAPADM128F92CD44E,[u'Electronic']
TRAPTRB128F422915D,[]
TRAPTOE128F4272000,[u'Hip Hop']
TRAPTVO128F14661D2,"[u'Rock', u'Pop']"
TRAPTTM128F92EF071,[u'Pop']
TRAPTDE12903CD42B4,[]
TRAPTXN128F424A172,[u'Blues']
TRAPTQA128F42341FA,[u'Rock']
TRAPTRH128F4271659,"[u'Rock', u'Blues']"
TRAPTPD128F42940D0,[]
TRAPTGG128F9326020,"[u'Blues', u'Non-Music']"
TRAPTNN128F933B0AA,"[u'Rock', u'Reggae']"
TRAPTYA128F934FC43,[u'Electronic']
TRAPTHJ128F92C70D6,[u'Jazz']
TRAPTYS12903CD191F,[]
TRAPTGW128F4277AA6,[]
TRAPTMR12903CA43F0,"[u'Rock', u'Reggae', u'Latin', u'Funk / Soul', u'Folk, World, & Country']"
TRAPTMB12903CDA80E,[u'Latin']
TRAPTCZ12903CD4408,[u'Electronic']
TRAPQLQ128F92DA284,[u'Latin']
TRAPQMG128F930DEC3,"[u'Folk, World, & Country']"
TRAPQQJ128EF3559DE,"[u'Electronic', u'Hip Hop']"
TRAPQNA128F93000EB,"[u'Folk, World, & Country']"
TRAPQID128F9338619,[]
TRAPQQI128F1460D64,[u'Rock']
TRAPQSY12903CF53D1,"[u'Jazz', u'Latin']"
TRAPQYF128F14B1051,[u'Rock']
TRAPQGA12903CB5184,[]
TRAPQQP128F42142F6,"[u'Brass & Military', u'Stage & Screen']"
TRAPQYJ12903CD1E1A,[u'Reggae']
TRAPQWM128EF342970,"[u'Folk, World, & Country']"
TRAPQZO12903CFA319,[u'Rock']
TRAPQDB128F930BD28,[u'Rock']
TRAPQBU128F934C32D,"[u'Rock', u'Folk, World, & Country']"
TRAPQSO12903CD4CBF,[u'Rock']
TRAPQYR128F42AD043,[u'Latin']
TRAPQSK128F933068A,"[u'Jazz', u'Pop']"
TRAPQQE128F92F193F,[u'Rock']
TRAPQEB12903D05C36,[]
TRAPQRG128F930DF4B,[u'Rock']
TRAPYHA12903CED089,"[u'Folk, World, & Country']"
TRAPYVH128F428CFD7,[u'Rock']
TRAPYGN128F42345D8,"[u'Blues', u'Pop', u'Folk, World, & Country', u'Stage & Screen']"
TRAPYML128F423DF98,[u'Rock']
TRAPYID12903D09B0E,[]
TRAPYCB128F930CD70,[]
TRAPYCR128F4289604,[u'Rock']
TRAPYCB128F9345A8E,"[u'Rock', u'Pop']"
TRAPYBS128F9309278,[]
TRAPLBK128F930FDB4,[u'Hip Hop']
TRAPLIF128E078A3DE,[u'Blues']
TRAPLYA128F14B065A,[u'Rock']
TRAPLMD128F932FF43,[u'Rock']
TRAPLET128F145B049,"[u'Rock', u'Pop']"
TRAPLJW128F4249C40,"[u'Folk, World, & Country']"
TRAPLSD128E0781A94,[u'Hip Hop']
TRAPLMY128F935E4E8,[]
TRAPLPR128F9309D8D,[u'Rock']
TRAPLGZ128E0795B5C,[u'Rock']
TRAPLHS128F427FDD0,[u'Rock']
TRAPLGS128F14AFD78,[u'Electronic']
TRAPKBI128F92F9D33,"[u'Rock', u'Blues']"
TRAPKNH128F1467FBD,[]
TRAPKSE128F42AB9FB,"[u'Electronic', u'Pop']"
TRAPKJT128F9311D9E,"[u'Rock', u'Blues']"
TRAPKIJ128F42ACBC5,[u'Electronic']
TRAPKJB12903CE3A70,"[u'Rock', u'Blues']"
TRAPKDK128EF33EEC0,[u'Electronic']
TRAPXZH128F92E1E72,"[u'Pop', u'Folk, World, & Country']"
TRAPXLO128F931B20B,[u'Pop']
TRAPXDK12903CC631E,"[u'Folk, World, & Country']"
TRAPXTG12903CE64CF,"[u'Folk, World, & Country']"
TRAPXRU128F932D676,[u'Electronic']
TRAPXHQ128F9340E67,"[u'Hip Hop', u'Funk / Soul']"
TRAPXVE128F92DD085,[u'Electronic']
TRAPXSL128F42305D6,[u'Electronic']
TRAPXOE128F92FAB15,[u'Hip Hop']
TRAPXTV128F423A363,"[u'Electronic', u'Rock']"
TRAPXNL128F4258C60,[]
TRAPNQK128F934B0E7,[u'Rock']
TRAPNOO128F423660C,[u'Rock']
TRAPNQA128F1498B56,[u'Jazz']
TRAPNMZ128F92EF15D,[u'Funk / Soul']
TRAPNDJ128F427AB8A,[u'Rock']
TRAPNQZ128F145B04E,"[u'Rock', u'Pop']"
TRAPNHG128F149CB35,"[u'Rock', u'Funk / Soul']"
TRAPNSM128F9343E74,[u'Electronic']
TRAPNYN128F4277985,[]
TRAPNII12903CEA4F8,"[u'Rock', u'Blues']"
TRAPNMR128F4296B0F,"[u'Electronic', u'Hip Hop']"
TRAPNZR128EF3583E8,"[u'Rock', u'Reggae', u'Funk / Soul', u'Pop']"
TRAPNJP128F1463E4B,"[u'Electronic', u'Stage & Screen']"
TRAPNWE128F1473AAA,[u'Rock']
TRAPGGP128F92E83B3,[u'Reggae']
TRAPGCJ128F428CCD9,[u'Rock']
TRAPGYN128F92C40CC,[u'Funk / Soul']
TRAPGPZ128E0784AB8,[u'Funk / Soul']
TRAPGNA128F421A89E,[u'Blues']
TRAPGPM128F427D218,[u'Rock']
TRAPGOZ128F933A945,[u'Rock']
TRAPGFN12903CB5BAC,"[u'Electronic', u'Rock']"
TRAPGXH128F426D205,[]
TRAPGQS128F42358FC,"[u'Folk, World, & Country']"
TRAPGAG128F42ADAF7,"[u'Hip Hop', u'Funk / Soul']"
TRAPGWJ12903CCEA58,[]
TRAPGOC128F932F01A,[u'Reggae']
TRAPGKY128F42972A9,[u'Rock']
TRAPGRA128F426A1C6,[u'Pop']
TRAPEPI128F4226DDD,"[u'Rock', u'Pop']"
TRAPEIN128E078892E,[u'Rock']
TRAPESV128F92FE5E9,"[u'Rock', u'Folk, World, & Country']"
TRAPEXA128F428B4F1,[]
TRAPEBL128F149E768,"[u'Funk / Soul', u'Pop']"
TRAPEBQ128F14554C2,[u'Rock']
TRAPEPB128E07861CC,[u'Hip Hop']
TRAPEHR128E0786D5A,[u'Rock']
TRAPHTR128F92F8634,"[u'Rock', u'Blues']"
TRAPHQB128F92FA32A,"[u'Folk, World, & Country']"
TRAPHQN12903CF7BC1,[u'Rock']
TRAPHZY128F149579B,[u'Rock']
TRAPHPB12903CFE973,[u'Reggae']
TRAPHZT128F147A02B,"[u'Electronic', u'Rock']"
TRAPHFD12903CFCEA0,[u'Electronic']
TRAPHDJ128F147CA17,[u'Pop']
TRAPHDI128F92F5EA1,"[u'Latin', u'Pop']"
TRAPHQB128F424AB35,[u'Electronic']
TRAPHAW128F1479508,[u'Pop']
TRAPHAH128F42677A4,[u'Hip Hop']
TRAPHPH12903CC250E,[u'Hip Hop']
TRAPHIB12903CEB284,[]
TRAPISC128F14671D3,[]
TRAPIOP128F4287338,[u'Rock']
TRAPITR12903CFA4E5,[]
TRAPIJO128EF3681CA,"[u'Funk / Soul', u'Pop']"
TRAPIWW128F42514F5,[u'Funk / Soul']
TRAPIGH128F1469B29,"[u'Folk, World, & Country']"
TRAPIKQ128E07951D4,[u'Hip Hop']
TRAPITQ12903CEFD48,[u'Funk / Soul']
TRAPIIR128F42555AE,"[u'Jazz', u'Rock', u'Funk / Soul', u'Blues', u'Pop', u'Folk, World, & Country']"
TRAPIIR128F42AEE95,[u'Hip Hop']
TRAPIPG128F42521C6,[u'Latin']
TRAPBSY128F4282B60,"[u'Reggae', u'Funk / Soul']"
TRAPBPL128F423F62D,"[u'Folk, World, & Country']"
TRAPBNC128F4250CD2,"[u'Rock', u'Folk, World, & Country']"
TRAPBUF128F4278988,[u'Rock']
TRAPBHY128F148946F,[u'Hip Hop']
TRAPBPP128F92F07BF,"[u'Folk, World, & Country']"
TRAPBCW12903D07A48,[u'Electronic']
TRAPBKP128F9302D16,[u'Electronic']
TRAPBNU128F92FB4B7,[]
TRAPBPB12903D1553B,[]
TRAPBNR128F42869AA,[]
TRAPOVI12903D0F7FD,[]
TRAPOEB12903CA4E41,[]
TRAPOYK128F426BE3B,[u'Stage & Screen']
TRAPOHX128F93135B0,"[u'Folk, World, & Country']"
TRAPOEA12903CDBB5F,[u'Rock']
TRAPOHB128F933B2D8,[]
TRAPOMC128F4254545,[]
TRAPODE12903D0146E,"[u'Electronic', u'Rock', u'Funk / Soul']"
TRAPOAD128E0788A38,[u'Hip Hop']
TRAPOYU128F42644C3,[u'Rock']
TRAPCIS128F931F63D,"[u'Folk, World, & Country']"
TRAPCDF128F425C03E,"[u'Folk, World, & Country']"
TRAPCGA12903C980CF,[]
TRAPCIB128F14731ED,[u'Hip Hop']
TRAPCLC128EF35AE0B,[]
TRAPCJC128F933A5AC,"[u'Electronic', u'Rock', u'Funk / Soul']"
TRAPCNM128F425B6D5,"[u'Jazz', u'Rock']"
TRAPCDS128F147E530,[u'Blues']
TRAPCVT128F428A9D0,[u'Rock']
TRAPCRL128F1458F41,"[u'Pop', u'Classical']"
TRAPCNK128F427D7B5,"[u'Electronic', u'Rock']"
TRAPCNV128F93368A8,[u'Reggae']
TRAPCHT128F4239830,[u'Rock']
TRAPCIQ128F4241A74,[u'Rock']
TRAPCRV128F931425C,"[u'Electronic', u'Jazz', u'Stage & Screen']"
TRAMPHV12903CF952C,[u'Funk / Soul']
TRAMPCW128F92CC022,"[u'Rock', u'Pop']"
TRAMPPS128F14A9068,[u'Rock']
TRAMPQY128F933935E,"[u'Jazz', u'Rock', u'Funk / Soul']"
TRAMPPQ128F92C2E36,[u'Rock']
TRAMPPX128F429BF75,"[u'Rock', u'Folk, World, & Country']"
TRAMPXI128F931154A,[u'Pop']
TRAMPCN12903CC4E5B,"[u'Rock', u'Folk, World, & Country']"
TRAMPJS128F933B5D1,[]
TRAMPPE128F92E1218,[u'Electronic']
TRAMPWN128F934C221,[u'Rock']
TRAMMCH128F4241EBD,[]
TRAMMQW128F42621E1,[u'Rock']
TRAMMDM128F425EAA9,"[u'Hip Hop', u'Reggae']"
TRAMMDO128E0781A5D,"[u'Electronic', u'Rock', u'Pop']"
TRAMMFP12903CB59C2,[u'Blues']
TRAMMVU128F9343E9B,[]
TRAMMTK128F4279CD2,[]
TRAMMTQ12903CA4FE7,[u'Latin']
TRAMMAF128F93051B0,[u'Electronic']
TRAMFTM128F9330ACA,[u'Jazz']
TRAMFIU128F426B004,"[u'Folk, World, & Country']"
TRAMFAS12903CD7030,[u'Electronic']
TRAMFFW128F4263AD7,[u'Rock']
TRAMFRD128E07833DA,"[u'Folk, World, & Country']"
TRAMFJR128F92C1DB1,[u'Hip Hop']
TRAMFHI12903CB4349,[u'Rock']
TRAMFEX128F933D454,[u'Rock']
TRAMFPX128F4254D88,[u'Reggae']
TRAMFCQ128E078CF59,[u'Rock']
TRAMFTL128F425BA6B,"[u'Electronic', u'Rock', u'Non-Music', u'Pop']"
TRAMFQM128F4276295,"[u'Latin', u'Pop']"
TRAMFYQ128F426F729,[u'Electronic']
TRAMFDZ12903CA7820,[u'Electronic']
TRAMFEW12903CBAA97,[]
TRAMJZQ12903CC639D,[]
TRAMJUG128F429F8B2,"[u'Jazz', u'Pop', u'Folk, World, & Country']"
TRAMJEO128F4228CDC,[u'Funk / Soul']
TRAMJTV128F425A5A4,"[u'Electronic', u'Pop']"
TRAMDCX128F4294590,[u'Rock']
TRAMDVH12903CDCD55,"[u'Pop', u'Folk, World, & Country']"
TRAMDNR12903CEC0DF,"[u'Folk, World, & Country']"
TRAMDCB128F42772E3,[u'Hip Hop']
TRAMDUJ12903D0728D,[]
TRAMDEN128F429D23B,[u'Reggae']
TRAMDCX128E07908F1,[u'Reggae']
TRAMDQZ128F4249913,"[u'Electronic', u'Rock', u'Reggae']"
TRAMDQE128F1458F98,[u'Rock']
TRAMDHN128F92F5E19,[u'Latin']
TRAMDVP128F92F9803,"[u'Classical', u'Stage & Screen']"
TRAMDUW12903CB5100,"[u'Electronic', u'Hip Hop']"
TRAMDWV12903CC575A,[u'Electronic']
TRAMDKP12903CF22A1,[u'Electronic']
TRAMDDN128F4277101,[u'Classical']
TRAMDWV128F931B5BD,[]
TRAMWSA128F9359719,"[u'Folk, World, & Country']"
TRAMWON12903CE7DBA,"[u'Electronic', u'Funk / Soul']"
TRAMWDI128F92FF678,"[u'Rock', u'Folk, World, & Country']"
TRAMWHA128F92E7FDB,"[u'Folk, World, & Country']"
TRAMWGW128F92E16FF,[]
TRAMWQG128F427BA3C,"[u'Electronic', u'Pop']"
TRAMWLL12903D119DA,[u'Rock']
TRAMWIC128F92FCC79,[u'Reggae']
TRAMWHX128F4237056,[]
TRAMWIH128F92D28B2,[]
TRAMWJH128F145DBE9,[]
TRAMWKK128F9314838,"[u'Electronic', u'Rock']"
TRAMWLJ128F9353C44,[u'Pop']
TRAMWOH12903CA8BA0,[u'Latin']
TRAMWKM128F92D51E4,[]
TRAMWMT128F1453E62,[u'Funk / Soul']
TRAMZIZ128F4269F51,[u'Electronic']
TRAMZVC128F92E0729,"[u'Jazz', u'Blues', u'Folk, World, & Country']"
TRAMZGZ128F42413C2,[]
TRAMZKU128F9345F08,[]
TRAMZHL12903CB65C3,[u'Electronic']
TRAMZPZ128F4274ECC,"[u'Rock', u'Pop']"
TRAMSGC12903CF9375,[]
TRAMSSA128F92F60D1,"[u'Jazz', u'Pop']"
TRAMSSK128F92FDC80,[u'Electronic']
TRAMSIE128F42904B2,[]
TRAMSAY128F92ED0DD,[u'Rock']
TRAMSBQ128F4238B2D,[u'Latin']
TRAMSUE128F424B61F,"[u'Folk, World, & Country']"
TRAMSLB128F9341812,"[u'Jazz', u'Latin']"
TRAMSIH128F42990AB,[u'Classical']
TRAMSDM12903CAAB21,"[u'Jazz', u'Pop']"
TRAMSTR128F9331A3B,[u'Reggae']
TRAMUPG128F426E688,"[u'Classical', u'Stage & Screen']"
TRAMUYY128F4275B6B,[]
TRAMUFV128F428DA9F,[]
TRAMUUZ128F933CA08,[u'Hip Hop']
TRAMUCQ128F4254CA3,[u'Rock']
TRAMUOU12903CD599E,"[u'Electronic', u'Rock', u'Latin', u'Pop', u'Folk, World, & Country']"
TRAMUYQ128F428CA58,[u'Rock']
TRAMUJQ128F4258D02,"[u'Rock', u'Folk, World, & Country']"
TRAMRKN128F424E9B2,[]
TRAMRFE128F4267DF3,[u'Rock']
TRAMRWS128F14985A2,[u'Jazz']
TRAMRQS12903D0FD39,"[u'Reggae', u'Funk / Soul']"
TRAMRVN128F92F543E,[u'Rock']
TRAMRBW12903CA654C,[u'Hip Hop']
TRAMRZO12903CA82FB,[u'Rock']
TRAMRXD12903CE8BB1,"[u'Folk, World, & Country']"
TRAMRXM128F92F46D7,"[u'Rock', u'Pop']"
TRAMROF128F428ED37,[u'Classical']
TRAMVMU128F4241923,[u'Rock']
TRAMVUW128F42325F9,[u'Rock']
TRAMVOM128F42ACB16,[u'Electronic']
TRAMVBZ12903CB2635,"[u'Jazz', u'Pop']"
TRAMVUQ12903CC900D,[u'Rock']
TRAMVYI128EF35FDD8,[u'Rock']
TRAMVCA128F933F347,[]
TRAMAKK128F9301EE4,[u'Rock']
TRAMAEP128F147949B,[]
TRAMAYD128F426DDBD,[u'Blues']
TRAMAHA12903CBF34E,[]
TRAMARM128E0796A50,[u'Rock']
TRAMAAZ12903CE885E,[u'Electronic']
TRAMTFQ128F9352EDB,[u'Rock']
TRAMTIH128F933E8E4,[u'Rock']
TRAMTYX128F42985D0,[u'Rock']
TRAMTTD128F42246F3,[u'Funk / Soul']
TRAMTYA128F932EB9F,"[u'Rock', u'Pop']"
TRAMTKT128F4222C3A,[]
TRAMTXZ12903CEB1A0,"[u'Funk / Soul', u'Blues']"
TRAMQBK12903CDA356,[u'Electronic']
TRAMQKQ128F93291A3,"[u'Electronic', u'Rock']"
TRAMQEB128F9306B3A,"[u'Rock', u'Blues']"
TRAMQSY128F4286540,[u'Rock']
TRAMQMX128EF34EF23,[]
TRAMQCL128F426F80D,[u'Funk / Soul']
TRAMQKM128F1474EEE,"[u'Hip Hop', u'Rock', u'Latin', u'Folk, World, & Country']"
TRAMQFO128F423CC4A,[]
TRAMQWV128F425C3DA,[u'Jazz']
TRAMYQN128F4282647,"[u'Folk, World, & Country']"
TRAMYRB128F426234C,[u'Rock']
TRAMYEC128F4279CA7,[]
TRAMYHK128F9348112,"[u'Latin', u'Pop']"
TRAMYEF128F934F2D0,[u'Electronic']
TRAMYUZ128F4246FAC,[u'Rock']
TRAMYZP128F4296A16,[]
TRAMLUE128F147230E,[]
TRAMLGZ12903CA6BC4,"[u'Jazz', u'Funk / Soul']"
TRAMLPB128F933F690,"[u'Rock', u'Pop']"
TRAMLMB128F14743B1,[u'Pop']
TRAMLYH128F426F90E,[]
TRAMLZR128F149EBB3,"[u'Hip Hop', u'Jazz', u'Rock', u'Reggae', u'Latin', u'Funk / Soul', u'Blues', u'Non-Music', u'Pop', u""Children's"", u'Folk, World, & Country', u'Stage & Screen']"
TRAMLGE128F92F81DD,"[u'Electronic', u'Rock']"
TRAMLZC128F92F3EB9,[u'Rock']
TRAMLAE128F931FBE7,[u'Classical']
TRAMLFL128F93062A0,[u'Rock']
TRAMLQC128F429222A,[u'Pop']
TRAMLZU128F4284A13,[]
TRAMLJB128F4220AC2,[u'Hip Hop']
TRAMLQH12903CA69B2,[u'Rock']
TRAMKDJ128F92F3D8B,"[u'Electronic', u'Rock']"
TRAMKRX128EF3686A4,[]
TRAMKCK128F4266769,"[u'Electronic', u'Hip Hop']"
TRAMKIP128F42A72EC,[u'Reggae']
TRAMKKJ128F1463612,[u'Reggae']
TRAMKUA128F92ED3E1,[u'Rock']
TRAMKUF128F9353E34,[u'Electronic']
TRAMKQJ128F1499D81,"[u'Jazz', u'Latin']"
TRAMKXD128F146697F,[u'Rock']
TRAMKPP128F92F6F0C,[u'Funk / Soul']
TRAMKVB128F4223DAE,"[u'Rock', u'Blues', u'Pop']"
TRAMXVY128F931C1EF,"[u'Rock', u'Funk / Soul', u'Pop', u'Folk, World, & Country']"
TRAMXVY128F930558B,[]
TRAMXPQ128F148B0C2,"[u'Folk, World, & Country']"
TRAMXGR128E07822CC,[u'Rock']
TRAMXWX128F424D76B,[]
TRAMXNX128F4281619,[]
TRAMXVR128F92EE43B,"[u'Electronic', u'Latin']"
TRAMXDO128E0798C6A,[u'Rock']
TRAMXOD128F9306E6D,[]
TRAMXNY128F92F84F4,[]
TRAMXIQ128F4246FAF,[u'Rock']
TRAMXJC128F428E68F,[u'Rock']
TRAMNUT128F14B07A9,"[u'Rock', u'Funk / Soul', u'Pop']"
TRAMNPV128F932AC6D,[]
TRAMNUL128F92DFD82,"[u'Electronic', u'Rock', u'Reggae', u'Non-Music', u'Pop', u""Children's"", u'Folk, World, & Country']"
TRAMNDH128F425C33D,[u'Rock']
TRAMNJB128F92EFDC7,[u'Rock']
TRAMNIE128F92ECFDD,[u'Electronic']
TRAMNVF128F92E6392,[u'Latin']
TRAMNFT128F9316759,[u'Hip Hop']
TRAMNAO128F92FACF2,[u'Blues']
TRAMNQJ128F1456E04,[u'Hip Hop']
TRAMNDO128F9315128,[u'Pop']
TRAMNVF128F92DE562,"[u'Rock', u'Pop']"
TRAMNGQ128F92F56EE,[u'Rock']
TRAMGUT12903CEDE40,"[u'Latin', u'Pop']"
TRAMGDX12903CEF79F,[u'Rock']
TRAMGSK128F1473A5B,[u'Rock']
TRAMGBE128F148B476,"[u'Pop', u'Folk, World, & Country']"
TRAMGTG128F92F184A,[]
TRAMGPM128F9311196,[u'Rock']
TRAMGZF128F4292DA9,[]
TRAMGZV128F426FAB3,[]
TRAMGZR128F429AF94,[u'Jazz']
TRAMGZG12903CC672C,[u'Reggae']
TRAMGQR128E0786CA7,[u'Rock']
TRAMGTB128F4251586,[u'Reggae']
TRAMGJJ128F421487E,"[u'Funk / Soul', u'Pop']"
TRAMGTA128F9343FAC,[u'Rock']
TRAMGGI128F932EC4D,"[u'Pop', u'Folk, World, & Country']"
TRAMGAZ128F148D4C3,[]
TRAMEED128F42325DF,[u'Reggae']
TRAMEQB128F42710BB,[]
TRAMEVZ128F4280A16,[u'Rock']
TRAMEUN128F93433AB,[u'Rock']
TRAMEEM128F425C4D6,[u'Latin']
TRAMEDG128E07933F4,"[u'Electronic', u'Hip Hop']"
TRAMEPV128F425DE26,[]
TRAMEEO128F1462296,"[u'Electronic', u'Hip Hop']"
TRAMENF128F429F999,[u'Blues']
TRAMESI128F93509F7,"[u'Rock', u'Pop']"
TRAMEXS128F427FFAE,"[u'Folk, World, & Country']"
TRAMEEC128F9307A54,"[u'Electronic', u'Hip Hop']"
TRAMETQ128F426CB63,"[u'Latin', u'Classical']"
TRAMEBP12903CD7EEA,"[u'Rock', u'Latin']"
TRAMERT128F92EBE2D,[u'Hip Hop']
TRAMHKT128F9309043,[]
TRAMHMO128F93167EA,[u'Electronic']
TRAMHCR128F1481B00,"[u'Latin', u'Folk, World, & Country']"
TRAMHKC128F933DE7D,"[u'Electronic', u'Blues']"
TRAMHSU12903CBD86D,[]
